,location,total_sqft,bath,price,bhk
5920,Subramanyapura,1313.0,2.0,73.0,2
5922,Subramanyapura,1255.0,2.0,79.0,3
5923,Subramanyapura,1330.0,3.0,72.0,3
5925,Subramanyapura,950.0,2.0,55.0,2
5926,Subramanyapura,929.0,2.0,56.0,2
5928,Subramanyapura,1260.0,2.0,76.0,3
5930,Subramanyapura,960.0,2.0,55.0,2
5931,Subramanyapura,1260.0,2.0,73.0,3
5933,Subramanyapura,1278.0,3.0,70.0,3
5935,Subramanyapura,1260.0,2.0,75.0,3
5938,Subramanyapura,929.0,1.0,51.0,2
5939,Subramanyapura,1880.0,3.0,110.0,3
5941,Sultan Palaya,1700.0,3.0,120.0,3
5942,Sultan Palaya,1100.0,2.0,45.0,2
5943,Sultan Palaya,900.0,2.0,45.0,2
5944,Sultan Palaya,870.0,2.0,65.0,2
5945,Sultan Palaya,1765.0,3.0,80.0,3
5946,Sultan Palaya,1713.0,3.0,125.0,3
5947,Sultan Palaya,1009.0,2.0,65.0,2
5948,Sultan Palaya,5000.0,5.0,325.0,4
5949,Sultan Palaya,1070.0,2.0,49.0,2
5950,TC Palaya,1475.0,3.0,98.0,3
5955,TC Palaya,1350.0,2.0,75.0,3
5957,TC Palaya,1500.0,2.0,100.0,3
5959,TC Palaya,1200.0,2.0,70.0,2
5960,TC Palaya,900.0,2.0,55.0,2
5962,TC Palaya,4800.0,3.0,302.0,4
5963,TC Palaya,1000.0,2.0,64.0,2
5971,TC Palaya,1000.0,2.0,70.0,2
5972,TC Palaya,1100.0,2.0,65.0,2
5974,TC Palaya,1350.0,1.0,55.0,1
5976,TC Palaya,1082.0,2.0,64.0,2
5979,Talaghattapura,1868.0,3.0,131.0,3
5980,Talaghattapura,2038.5,3.0,120.0,3
5981,Talaghattapura,2106.0,3.0,126.0,3
5982,Talaghattapura,1868.0,3.0,121.0,3
5983,Talaghattapura,1868.0,3.0,135.0,3
5984,Talaghattapura,1868.0,3.0,120.0,3
5985,Talaghattapura,1804.0,3.0,115.0,3
5986,Talaghattapura,2254.0,3.0,153.0,3
5987,Talaghattapura,2106.0,3.0,148.0,3
5988,Talaghattapura,2273.0,3.0,159.0,3
5989,Talaghattapura,2099.0,3.0,147.0,3
5990,Talaghattapura,1100.0,2.0,50.0,2
5991,Talaghattapura,1100.0,2.0,49.49,2
5992,Talaghattapura,1575.0,3.0,80.0,3
5993,Talaghattapura,2273.0,3.0,145.0,3
5994,Talaghattapura,1175.0,2.0,62.0,2
5995,Talaghattapura,1804.0,3.0,127.0,3
5996,Talaghattapura,1062.0,2.0,42.48,2
5997,Talaghattapura,2038.5,3.0,122.0,3
5998,Talaghattapura,1800.0,3.0,84.0,3
5999,Talaghattapura,2265.0,3.0,159.0,3
6000,Talaghattapura,2099.0,3.0,134.0,3
6002,Thanisandra,1296.0,2.0,80.0,2
6004,Thanisandra,2144.0,3.0,145.0,3
6006,Thanisandra,445.0,1.0,28.0,1
6007,Thanisandra,1296.0,2.0,83.0,2
6009,Thanisandra,2144.0,3.0,135.0,3
6011,Thanisandra,1093.0,2.0,70.0,2
6012,Thanisandra,1265.0,2.0,79.0,3
6014,Thanisandra,1265.0,2.0,85.0,2
6015,Thanisandra,776.5,2.0,48.145,1
6016,Thanisandra,1564.0,3.0,101.0,3
6018,Thanisandra,1847.0,3.0,123.0,3
6020,Thanisandra,1697.0,3.0,114.0,3
6023,Thanisandra,1573.0,3.0,95.0,3
6024,Thanisandra,1917.0,3.0,122.0,3
6026,Thanisandra,1098.0,2.0,68.0,2
6027,Thanisandra,760.0,1.0,50.3,1
6035,Thanisandra,1697.0,3.0,115.0,3
6037,Thanisandra,923.0,1.0,60.84,1
6043,Thanisandra,1874.0,4.0,130.0,3
6045,Thanisandra,1411.0,3.0,93.04,3
6046,Thanisandra,1996.0,3.0,135.0,3
6047,Thanisandra,1801.0,3.0,115.0,3
6048,Thanisandra,1265.0,2.0,82.0,2
6051,Thanisandra,662.0,1.0,42.0,1
6053,Thanisandra,1948.0,3.0,130.0,3
6055,Thanisandra,965.0,2.0,67.0,2
6056,Thanisandra,1098.0,2.0,74.0,2
6058,Thanisandra,1564.0,3.0,104.0,3
6064,Thanisandra,2127.0,3.0,135.0,3
6066,Thanisandra,1276.0,2.0,75.0,2
6068,Thanisandra,1265.0,2.0,78.0,2
6069,Thanisandra,934.0,2.0,55.0,2
6070,Thanisandra,1056.0,2.0,68.0,2
6071,Thanisandra,1595.0,3.0,110.0,3
6072,Thanisandra,1411.0,3.0,93.15,3
6073,Thanisandra,1093.0,2.0,68.1,2
6075,Thanisandra,1093.0,2.0,72.0,2
6077,Thanisandra,1698.0,3.0,107.0,3
6078,Thanisandra,1564.0,3.0,105.0,3
6079,Thanisandra,1265.0,2.0,83.0,2
6081,Thanisandra,965.0,2.0,56.0,2
6082,Thanisandra,1546.0,3.0,95.0,3
6084,Thanisandra,1697.0,3.0,110.0,3
6087,Thanisandra,1880.0,3.0,120.0,3
6088,Thanisandra,760.0,1.0,50.0,1
6090,Thanisandra,1800.0,4.0,125.0,3
6091,Thanisandra,933.0,2.0,58.0,1
6093,Thanisandra,1996.0,4.0,123.0,3
6094,Thanisandra,1183.0,2.0,77.25,2
6098,Thanisandra,1564.0,3.0,100.0,3
6099,Thanisandra,663.0,1.0,46.1,1
6100,Thanisandra,662.0,1.0,45.0,1
6101,Thanisandra,1573.0,3.0,98.0,3
6102,Thanisandra,1262.0,2.0,83.0,3
6103,Thanisandra,1056.0,2.0,65.0,2
6105,Thanisandra,1702.0,3.0,115.0,3
6107,Thanisandra,1935.0,4.0,122.0,3
6108,Thanisandra,933.0,2.0,55.0,2
6109,Thanisandra,1183.0,2.0,77.3,2
6110,Thanisandra,662.0,1.0,38.0,1
6112,Thanisandra,1595.0,3.0,105.0,3
6115,Thanisandra,2087.0,4.0,139.0,3
6117,Thanisandra,1098.0,2.0,71.0,2
6118,Thanisandra,1411.0,3.0,93.25,3
6121,Thanisandra,1732.0,3.0,112.0,3
6122,Thanisandra,933.0,1.0,61.0,1
6123,Thanisandra,1702.0,3.0,107.0,3
6125,Thanisandra,2030.0,4.0,125.0,3
6127,Thanisandra,663.0,1.0,46.0,1
6128,Thanisandra,1948.0,4.0,129.0,4
6130,Thanisandra,1056.0,2.0,70.0,2
6131,Thanisandra,1595.0,3.0,96.0,3
6133,Thanisandra,1245.0,2.0,83.05,2
6134,Thanisandra,1261.0,2.0,80.0,3
6135,Thanisandra,1884.0,4.0,117.0,3
6137,Thanisandra,1930.0,4.0,122.0,3
6140,Thanisandra,1930.0,4.0,120.0,3
6141,Thanisandra,760.0,1.0,50.4,1
6143,Thanisandra,1806.0,6.0,116.0,3
6146,Thanisandra,1305.0,2.0,90.0,2
6147,Thanisandra,1965.0,4.0,125.0,3
6148,Thanisandra,1573.0,3.0,100.0,3
6151,Thanisandra,1917.0,4.0,130.0,4
6153,Thigalarapalya,3122.0,6.0,230.0,4
6155,Thigalarapalya,1297.0,2.0,103.0,2
6157,Thigalarapalya,3122.0,6.0,235.0,4
6158,Thigalarapalya,3122.0,6.0,245.0,4
6166,Thigalarapalya,2072.0,4.0,159.0,3
6168,Thigalarapalya,1418.0,2.0,106.0,2
6170,Thigalarapalya,3122.0,6.0,237.0,4
6171,Thigalarapalya,1418.0,2.0,105.0,2
6173,Thigalarapalya,2072.0,4.0,155.0,3
6174,Thigalarapalya,1830.0,4.0,135.0,3
6175,Thigalarapalya,2072.0,4.0,160.0,3
6179,Thigalarapalya,2072.0,4.0,153.0,3
6180,Thigalarapalya,2072.0,4.0,157.0,3
6181,Thigalarapalya,3362.0,5.0,249.0,4
6183,Thigalarapalya,4190.0,4.0,325.0,4
6187,Thigalarapalya,1400.0,2.0,105.0,2
6189,Thigalarapalya,3122.0,6.0,250.0,4
6190,Thigalarapalya,1297.0,2.0,98.0,2
6192,Thubarahalli,3800.0,4.0,239.0,4
6193,Thubarahalli,1200.0,2.0,78.0,2
6194,Thubarahalli,1128.0,2.0,75.0,2
6198,Thubarahalli,1085.0,2.0,70.0,2
6199,Thubarahalli,1216.0,2.0,80.0,2
6200,Thubarahalli,1200.0,2.0,79.0,2
6201,Thubarahalli,1200.0,2.0,80.0,2
6202,Thubarahalli,1200.0,2.0,79.55,2
6204,Thubarahalli,2625.0,3.0,175.0,3
6206,Thubarahalli,1584.0,3.0,101.0,3
6207,Thyagaraja Nagar,800.0,1.0,100.0,1
6208,Thyagaraja Nagar,2000.0,4.0,145.0,5
6209,Thyagaraja Nagar,1270.0,2.0,95.25,3
6210,Thyagaraja Nagar,1040.0,2.0,68.0,2
6211,Tindlu,1500.0,2.0,87.0,3
6212,Tindlu,7500.0,7.0,400.0,7
6213,Tindlu,1357.0,2.0,65.0,3
6214,Tindlu,1500.0,3.0,87.0,3
6215,Tindlu,1370.07,3.0,65.0,3
6216,Tindlu,1165.0,2.0,59.8,2
6217,Tindlu,1050.0,2.0,55.0,2
6218,Tindlu,1100.0,2.0,55.0,2
6219,Tumkur Road,1500.0,3.0,95.0,3
6220,Tumkur Road,1779.0,3.0,112.0,3
6221,Tumkur Road,1586.0,3.0,100.0,3
6222,Tumkur Road,1098.0,2.0,72.0,2
6223,Tumkur Road,1354.0,3.0,90.0,3
6224,Tumkur Road,1240.0,2.0,84.0,3
6225,Tumkur Road,1239.0,2.0,82.0,2
6226,Tumkur Road,1246.0,2.0,82.0,2
6227,Tumkur Road,1500.0,3.0,100.0,3
6229,Tumkur Road,1416.0,3.0,94.0,3
6231,Tumkur Road,1027.0,2.0,68.62,2
6232,Tumkur Road,1459.0,2.0,95.0,3
6235,Tumkur Road,1240.0,2.0,79.0,3
6236,Tumkur Road,1441.0,2.0,95.0,3
6237,Tumkur Road,1240.0,2.0,83.0,3
6238,Tumkur Road,1027.0,2.0,67.0,2
6240,Tumkur Road,1354.0,3.0,85.86,3
6241,Ulsoor,2135.0,3.0,215.0,3
6242,Ulsoor,1275.0,2.0,120.0,2
6243,Ulsoor,1020.0,3.0,110.0,3
6244,Ulsoor,1200.0,2.0,60.0,2
6245,Ulsoor,1180.0,2.0,100.0,2
6248,Ulsoor,2000.0,3.0,185.0,3
6249,Ulsoor,1255.0,2.0,120.0,2
6250,Ulsoor,1685.0,4.0,185.0,3
6253,Ulsoor,1160.0,2.0,130.0,2
6254,Uttarahalli,1440.0,2.0,62.0,3
6256,Uttarahalli,1020.0,2.0,45.0,2
6257,Uttarahalli,1286.0,2.0,63.0,2
6259,Uttarahalli,1345.0,2.0,67.0,2
6263,Uttarahalli,1390.0,2.0,62.55,3
6264,Uttarahalli,1330.0,2.0,56.0,3
6265,Uttarahalli,1008.0,2.0,45.0,2
6266,Uttarahalli,1390.0,2.0,60.47,3
6268,Uttarahalli,1150.0,2.0,49.0,2
6274,Uttarahalli,1045.0,2.0,45.0,2
6275,Uttarahalli,850.0,2.0,37.93,2
6278,Uttarahalli,1788.0,3.0,98.34,3
6279,Uttarahalli,1345.0,2.0,57.0,3
6283,Uttarahalli,1425.0,2.0,64.0,3
6286,Uttarahalli,1300.0,2.0,55.0,3
6287,Uttarahalli,1250.0,2.0,55.0,3
6288,Uttarahalli,1700.0,3.0,88.0,3
6292,Uttarahalli,1689.28,3.0,91.2,3
6293,Uttarahalli,1137.0,2.0,63.0,2
6294,Uttarahalli,1315.0,2.0,74.0,3
6295,Uttarahalli,1215.0,2.0,52.85,3
6298,Uttarahalli,1300.0,2.0,60.0,3
6299,Uttarahalli,850.0,2.0,35.0,2
6300,Uttarahalli,1627.86,3.0,88.0,3
6302,Uttarahalli,1360.0,2.0,61.2,3
6303,Uttarahalli,661.0,1.0,36.0,1
6306,Uttarahalli,1320.0,2.0,55.44,3
6307,Uttarahalli,1390.0,2.0,61.16,3
6308,Uttarahalli,1090.0,2.0,45.0,2
6309,Uttarahalli,1123.0,2.0,48.0,2
6310,Uttarahalli,1329.0,2.0,56.0,3
6315,Uttarahalli,1125.0,2.0,47.0,2
6317,Uttarahalli,1685.0,3.0,85.0,3
6320,Uttarahalli,1737.0,2.0,95.0,3
6322,Uttarahalli,1280.0,2.0,60.0,3
6324,Uttarahalli,1190.0,2.0,53.55,2
6325,Uttarahalli,1330.0,2.0,57.0,3
6326,Uttarahalli,1560.0,3.0,74.0,3
6328,Uttarahalli,1125.0,2.0,48.0,2
6331,Uttarahalli,1163.0,2.0,68.0,2
6334,Uttarahalli,1075.0,2.0,46.76,2
6345,Uttarahalli,1125.0,2.0,47.65,2
6346,Uttarahalli,1300.0,2.0,55.0,2
6347,Uttarahalli,980.0,2.0,45.0,2
6349,Uttarahalli,1265.0,2.0,65.0,3
6355,Uttarahalli,1270.0,2.0,55.25,3
6357,Uttarahalli,1200.0,2.0,55.0,2
6359,Uttarahalli,1460.0,3.0,76.0,3
6360,Uttarahalli,1500.0,3.0,68.0,3
6361,Uttarahalli,1120.0,2.0,50.0,2
6363,Uttarahalli,1330.0,2.0,58.0,3
6365,Uttarahalli,1000.0,2.0,52.0,2
6372,Uttarahalli,1123.0,2.0,60.0,2
6375,Uttarahalli,1260.0,2.0,55.0,2
6376,Uttarahalli,1284.0,2.0,53.36,2
6378,Uttarahalli,1290.0,2.0,56.12,3
6379,Uttarahalli,1328.0,2.0,56.0,3
6382,Varthur,1385.0,2.0,80.0,2
6386,Varthur,1012.0,2.0,66.5,2
6389,Varthur,1280.0,2.0,65.0,2
6391,Varthur,1250.0,3.0,71.0,3
6392,Varthur,1200.0,3.0,67.75,3
6394,Varthur,1140.0,2.0,55.5,2
6395,Varthur,1012.0,2.0,59.0,2
6398,Varthur,1450.0,3.0,71.0,3
6399,Varthur,1210.0,2.0,60.0,2
6401,Varthur,1360.0,2.0,85.0,3
6404,Varthur,1395.0,2.0,79.0,3
6407,Varthur,1200.0,3.0,68.38,3
6409,Varthur,1155.0,2.0,60.0,2
6410,Varthur,1035.0,2.0,60.0,2
6411,Varthur,1100.0,2.0,72.0,2
6413,Varthur,1180.0,2.0,55.0,2
6418,Varthur,1210.0,2.0,64.15,2
6421,Varthur,1560.0,3.0,90.0,3
6422,Varthur,1760.0,2.0,85.0,2
6425,Varthur,1000.0,1.0,65.0,2
6428,Varthur Road,1277.0,2.0,59.0,2
6429,Varthur Road,1247.0,2.0,58.0,3
6430,Varthur Road,1050.0,2.0,42.7,2
6431,Varthur Road,1255.0,2.0,52.76,2
6434,Varthur Road,1140.0,2.0,49.11,2
6436,Vidyaranyapura,1440.0,2.0,95.0,2
6439,Vidyaranyapura,1200.0,4.0,90.0,4
6441,Vidyaranyapura,1060.0,2.0,55.0,2
6442,Vidyaranyapura,1100.0,2.0,54.0,2
6446,Vidyaranyapura,1120.0,2.0,70.0,2
6450,Vidyaranyapura,1050.0,2.0,50.0,2
6452,Vidyaranyapura,1100.0,2.0,75.0,3
6453,Vidyaranyapura,1100.0,2.0,72.0,3
6454,Vidyaranyapura,2400.0,5.0,135.0,4
6456,Vidyaranyapura,1200.0,2.0,60.5,2
6459,Vijayanagar,1933.0,3.0,129.0,3
6461,Vijayanagar,1450.0,3.0,100.0,3
6462,Vijayanagar,1580.0,2.0,134.0,3
6463,Vijayanagar,1826.0,3.0,121.0,3
6464,Vijayanagar,1739.0,3.0,116.0,3
6465,Vijayanagar,1490.0,3.0,100.0,3
6467,Vijayanagar,606.0,1.0,34.78,1
6469,Vijayanagar,1527.0,3.0,115.0,3
6470,Vijayanagar,989.0,2.0,60.0,2
6471,Vijayanagar,1520.0,2.0,103.0,3
6472,Vijayanagar,1749.0,3.0,117.0,3
6473,Vijayanagar,1046.0,2.0,75.0,2
6474,Vijayanagar,606.0,1.0,40.0,1
6478,Vijayanagar,1760.0,3.0,140.0,3
6479,Vijayanagar,2047.0,3.0,136.0,3
6481,Vijayanagar,1178.0,2.0,82.0,2
6483,Vijayanagar,2100.0,6.0,252.0,4
6484,Vijayanagar,920.0,2.0,60.0,2
6487,Vijayanagar,1180.0,2.0,86.0,2
6489,Vijayanagar,2400.0,2.0,230.0,1
6490,Vijayanagar,492.0,1.0,40.0,1
6492,Vishveshwarya Layout,750.0,1.0,30.0,1
6493,Vishveshwarya Layout,2000.0,4.0,75.0,4
6494,Vishveshwarya Layout,2100.0,6.0,92.0,6
6495,Vishveshwarya Layout,2000.0,3.0,90.0,4
6496,Vishwapriya Layout,820.0,2.0,30.0,2
6497,Vishwapriya Layout,770.0,2.0,30.0,2
6498,Vishwapriya Layout,910.0,2.0,36.0,2
6499,Vishwapriya Layout,890.0,2.0,37.0,2
6501,Vittasandra,1246.0,2.0,67.0,2
6503,Vittasandra,1246.0,2.0,67.3,2
6505,Vittasandra,1246.0,2.0,68.0,2
6507,Vittasandra,1238.0,2.0,67.0,2
6508,Vittasandra,1404.0,2.0,75.0,2
6509,Vittasandra,1246.0,2.0,65.0,2
6510,Vittasandra,1246.0,2.0,67.4,2
6511,Vittasandra,1259.0,2.0,67.4,2
6515,Vittasandra,1246.0,2.0,65.4,2
6517,Vittasandra,1238.0,2.0,67.32,2
6520,Vittasandra,1259.0,2.0,67.48,2
6523,Vittasandra,1246.0,2.0,67.5,2
6529,Whitefield,1459.0,2.0,94.82,2
6534,Whitefield,1280.0,2.0,75.0,2
6536,Whitefield,1910.0,3.0,161.0,3
6537,Whitefield,3252.0,4.0,230.0,4
6541,Whitefield,1150.0,2.0,70.0,2
6544,Whitefield,4144.0,4.0,315.0,4
6545,Whitefield,4104.0,4.0,360.0,4
6547,Whitefield,1720.0,3.0,100.0,3
6555,Whitefield,1897.0,3.0,130.0,3
6557,Whitefield,4348.5,2.0,304.0,4
6560,Whitefield,2268.0,3.0,163.0,4
6563,Whitefield,2400.0,4.0,200.0,4
6565,Whitefield,1360.0,2.0,95.0,2
6568,Whitefield,5000.0,4.0,400.0,4
6569,Whitefield,3000.0,5.0,250.0,4
6570,Whitefield,1700.0,3.0,115.0,3
6577,Whitefield,1500.0,3.0,130.0,3
6581,Whitefield,1272.0,2.0,95.05,2
6584,Whitefield,1192.0,2.0,71.0,2
6592,Whitefield,1280.0,2.0,85.0,2
6594,Whitefield,4000.0,4.0,330.0,4
6595,Whitefield,1697.0,3.0,108.0,3
6597,Whitefield,3606.0,4.0,312.0,4
6598,Whitefield,1485.0,2.0,90.0,2
6605,Whitefield,1216.0,2.0,79.0,2
6611,Whitefield,920.0,2.0,63.0,2
6613,Whitefield,1170.0,2.0,71.0,2
6614,Whitefield,1118.0,2.0,75.0,2
6615,Whitefield,1800.0,3.0,110.0,3
6616,Whitefield,1562.0,3.0,103.0,3
6620,Whitefield,1320.0,2.0,95.0,2
6623,Whitefield,3010.0,3.0,200.0,3
6624,Whitefield,1346.0,2.0,96.17,2
6625,Whitefield,3850.0,5.0,316.0,3
6630,Whitefield,905.0,1.0,55.0,1
6638,Whitefield,1697.0,3.0,115.0,3
6641,Whitefield,3250.0,5.0,290.0,5
6645,Whitefield,1269.0,2.0,75.0,2
6646,Whitefield,3227.0,5.0,250.0,5
6649,Whitefield,3262.0,4.0,260.0,4
6651,Whitefield,1132.0,2.0,79.28,2
6656,Whitefield,1195.0,2.0,70.0,2
6657,Whitefield,3480.0,4.0,284.0,3
6659,Whitefield,3004.0,4.0,285.0,4
6663,Whitefield,1320.0,2.0,79.5,2
6664,Whitefield,750.0,2.0,52.7,2
6672,Whitefield,3445.0,5.0,270.0,4
6673,Whitefield,1700.0,3.0,140.0,3
6674,Whitefield,4827.0,4.0,400.0,4
6675,Whitefield,1405.0,2.0,84.5,2
6677,Whitefield,3252.0,4.0,280.0,4
6678,Whitefield,1150.0,2.0,90.0,2
6684,Whitefield,4960.0,4.0,400.0,4
6687,Whitefield,2700.0,5.0,175.0,3
6688,Whitefield,1216.0,2.0,84.0,2
6689,Whitefield,2882.0,5.0,204.0,4
6690,Whitefield,1840.0,3.0,140.0,3
6691,Whitefield,1778.0,3.0,122.0,3
6699,Whitefield,1216.0,2.0,75.0,2
6701,Whitefield,1255.0,2.0,77.0,2
6702,Whitefield,1216.0,2.0,73.0,2
6708,Whitefield,3200.0,4.0,224.0,4
6713,Whitefield,1870.0,3.0,138.0,3
6715,Whitefield,1862.0,3.0,125.0,3
6716,Whitefield,1655.0,3.0,113.0,3
6728,Whitefield,1216.0,2.0,83.0,2
6734,Whitefield,4000.0,4.0,380.0,4
6743,Whitefield,750.0,1.0,51.0,1
6746,Whitefield,1173.0,2.0,77.0,2
6751,Whitefield,3425.0,5.0,250.0,4
6756,Whitefield,2173.0,3.0,128.0,3
6758,Whitefield,905.0,1.0,62.0,1
6759,Whitefield,1320.0,2.0,99.26,2
6760,Whitefield,2901.0,4.0,190.0,3
6761,Whitefield,1485.0,2.0,96.51,2
6764,Whitefield,2225.0,3.0,149.0,3
6765,Whitefield,1250.0,2.0,82.0,2
6767,Whitefield,605.0,1.0,40.0,1
6770,Whitefield,2210.0,3.0,156.0,3
6771,Whitefield,1173.0,2.0,78.2,2
6772,Whitefield,1740.0,4.0,130.0,3
6774,Whitefield,1655.0,3.0,120.0,3
6775,Whitefield,4003.0,6.0,300.0,4
6777,Whitefield,1180.0,2.0,70.0,2
6779,Whitefield,2023.0,4.0,130.0,3
6783,Whitefield,905.0,1.0,60.0,1
6789,Whitefield,1452.0,3.0,90.0,3
6790,Whitefield,2850.0,5.0,240.0,4
6793,Whitefield,1295.0,2.0,78.5,2
6794,Whitefield,840.0,1.0,57.6,1
6800,Whitefield,1655.0,3.0,97.0,3
6801,Whitefield,1850.0,3.0,150.0,3
6803,Whitefield,1290.0,2.0,90.0,2
6805,Whitefield,1356.0,2.0,94.84,2
6806,Whitefield,1338.0,2.0,103.0,2
6808,Whitefield,3450.0,4.0,208.0,3
6812,Whitefield,1267.0,2.0,90.33,2
6814,Whitefield,1836.0,3.0,125.0,3
6820,Whitefield,1216.0,2.0,82.0,2
6821,Whitefield,1495.0,3.0,88.0,2
6822,Whitefield,1564.0,3.0,103.0,3
6825,Whitefield,1558.0,3.0,90.0,3
6827,Whitefield,1704.0,3.0,120.0,3
6829,Whitefield,1256.0,2.0,73.0,2
6832,Whitefield,1300.0,2.0,78.0,2
6834,Whitefield,1216.0,2.0,84.03,2
6836,Whitefield,1216.0,2.0,72.5,2
6839,Whitefield,1346.0,2.0,100.0,3
6846,Whitefield,1600.0,3.0,95.0,3
6847,Whitefield,1655.0,3.0,108.0,3
6850,Whitefield,1350.0,2.0,88.0,2
6852,Whitefield,1216.0,2.0,80.0,2
6853,Whitefield,2900.0,4.0,225.0,4
6854,Whitefield,1340.0,2.0,101.0,2
6859,Whitefield,1100.0,2.0,65.0,2
6862,Whitefield,3117.0,3.0,261.0,3
6864,Whitefield,3150.0,3.0,290.0,3
6866,Whitefield,2956.0,5.0,234.0,4
6870,Whitefield,2247.0,3.0,145.0,3
6873,Whitefield,1160.0,2.0,67.0,2
6875,Whitefield,1180.0,2.0,77.0,2
6876,Whitefield,2140.0,3.0,139.0,3
6877,Whitefield,1314.0,2.0,84.0,2
6884,Whitefield,1431.0,3.0,85.0,3
6887,Whitefield,2135.0,3.0,149.0,4
6890,Whitefield,1760.0,3.0,160.0,3
6891,Whitefield,1655.0,3.0,110.0,3
6892,Whitefield,840.0,1.0,57.0,1
6893,Whitefield,1725.0,3.0,106.0,3
6895,Whitefield,516.0,1.0,39.0,1
6897,Whitefield,1639.0,3.0,107.0,3
6898,Whitefield,1820.0,3.0,113.0,3
6901,Whitefield,3410.0,5.0,253.0,4
6904,Whitefield,4500.0,4.0,330.0,4
6905,Whitefield,1250.0,2.0,85.0,2
6907,Whitefield,1277.0,2.0,77.0,2
6908,Whitefield,1820.0,3.0,140.0,3
6909,Whitefield,3453.0,4.0,247.0,4
6914,Whitefield,2882.0,5.0,200.0,4
6919,Whitefield,1190.0,2.0,70.0,2
6921,Whitefield,1270.0,2.0,94.0,2
6922,Whitefield,1220.0,2.0,89.0,2
6924,Whitefield,3758.0,3.0,300.0,3
6929,Whitefield,1216.0,2.0,72.0,2
6931,Whitefield,5400.0,5.0,475.0,4
6941,Whitefield,1615.0,3.0,96.9,3
6947,Whitefield,1200.0,2.0,70.0,2
6951,Whitefield,2321.0,4.0,157.0,3
6952,Whitefield,1224.0,2.0,75.0,2
6954,Whitefield,4144.0,5.0,331.0,5
6959,Whitefield,1270.0,2.0,110.0,2
6960,Whitefield,1660.0,3.0,110.0,3
6961,Whitefield,1270.0,2.0,105.0,2
6963,Whitefield,1362.0,2.0,85.0,2
6965,Whitefield,1457.0,2.0,105.0,3
6966,Whitefield,1720.0,3.0,128.0,3
6973,Whitefield,1760.0,3.0,139.0,3
6974,Whitefield,613.0,1.0,48.0,1
6975,Whitefield,1730.0,3.0,125.0,3
6977,Whitefield,877.0,1.0,59.0,1
6980,Yelachenahalli,1464.0,2.0,105.0,3
6981,Yelachenahalli,2400.0,1.0,150.0,2
6982,Yelachenahalli,1700.0,3.0,130.0,3
6984,Yelachenahalli,1400.0,2.0,78.0,2
6985,Yelachenahalli,1330.0,3.0,73.5,3
6987,Yelachenahalli,1100.0,2.0,60.0,2
6988,Yelachenahalli,1365.0,2.0,72.0,3
6992,Yelahanka,1326.0,2.0,78.0,2
6999,Yelahanka,1705.0,3.0,95.0,3
7000,Yelahanka,1234.0,2.0,80.0,2
7001,Yelahanka,1315.0,2.0,85.0,2
7002,Yelahanka,1170.0,2.0,62.5,2
7004,Yelahanka,697.0,1.0,45.0,1
7007,Yelahanka,2195.0,4.0,127.0,3
7009,Yelahanka,1614.0,3.0,95.0,3
7014,Yelahanka,654.0,1.0,38.4,1
7022,Yelahanka,1825.0,3.0,105.0,3
7023,Yelahanka,1603.0,3.0,96.0,3
7024,Yelahanka,1304.0,2.0,79.0,2
7034,Yelahanka,1327.0,2.0,85.0,2
7037,Yelahanka,1566.0,3.0,97.0,3
7039,Yelahanka,1270.0,2.0,78.0,2
7040,Yelahanka,1400.0,2.0,80.54,3
7042,Yelahanka,1322.0,2.0,86.0,2
7043,Yelahanka,1100.0,2.0,70.0,2
7044,Yelahanka,1200.0,2.0,70.0,2
7046,Yelahanka,4000.0,5.0,220.0,5
7049,Yelahanka,654.0,1.0,37.0,1
7050,Yelahanka,1465.0,3.0,80.01,3
7059,Yelahanka,2145.0,3.0,125.0,3
7061,Yelahanka,1322.0,2.0,75.0,2
7065,Yelahanka,1100.0,2.0,60.0,2
7066,Yelahanka,1614.0,2.0,100.0,3
7067,Yelahanka,1890.0,3.0,108.0,3
7068,Yelahanka,1556.0,3.0,86.0,3
7069,Yelahanka,1610.0,4.0,85.0,3
7075,Yelahanka,1859.0,3.0,108.0,3
7077,Yelahanka,1322.0,2.0,80.0,2
7080,Yelahanka,2600.0,4.0,175.0,4
7081,Yelahanka,1305.0,2.0,78.0,2
7084,Yelahanka,1315.0,2.0,75.0,2
7085,Yelahanka,3600.0,6.0,200.0,6
7087,Yelahanka,1650.0,3.0,105.0,3
7092,Yelahanka,3990.0,4.0,260.0,4
7093,Yelahanka,1620.0,3.0,90.0,3
7094,Yelahanka,654.0,1.0,36.25,1
7095,Yelahanka,1614.0,3.0,93.0,3
7097,Yelahanka,1115.0,2.0,60.0,2
7098,Yelahanka,2317.0,4.0,140.0,3
7099,Yelahanka,1653.0,3.0,93.0,3
7100,Yelahanka,654.0,1.0,38.0,1
7102,Yelahanka,1445.0,2.0,82.0,2
7104,Yelahanka,602.0,1.0,38.0,1
7107,Yelahanka,682.0,1.0,36.23,1
7109,Yelahanka,1560.0,2.0,98.0,3
7110,Yelahanka,1780.0,3.0,107.0,3
7111,Yelahanka,1342.0,2.0,75.0,3
7112,Yelahanka,1823.0,3.0,103.0,3
7113,Yelahanka,1792.0,3.0,104.0,3
7114,Yelahanka,1304.0,2.0,69.97,2
7117,Yelahanka,1300.0,2.0,69.23,2
7118,Yelahanka,1705.0,3.0,91.0,3
